ClusterID,Cluster_代表证候,id,Name,Typical_performance,Definition
0,津亏热结证,279,肺燥郁热证,发热口渴、咳嗽气喘、胸部灼热、痰少而粘、舌红苔黄少津、脉弦数等,是指郁热内蕴，肺燥津伤，以发热口渴，咳嗽气喘，胸部灼热，痰少而粘，舌红苔黄少津，脉弦数等为常见症的证候。常见于金疳、喉咳等疾病中。西医学泡性结角膜炎可见本证。
0,津亏热结证,285,津亏证,口、鼻、唇、舌、咽喉、皮肤干燥、口渴欲饮、小便短少而黄、大便干结、舌红少津、脉细数无力等,是指津液亏虚之轻者，临床多以口、鼻、唇、舌、咽喉、皮肤、大便干燥症状为主要表现。常见于夏秋季吐、泻之后。
0,津亏热结证,311,湿热壅阻证,身热口渴、头身沉重胀痛、胸闷腹胀、脘痞呕恶、便溏不爽、舌红苔黄腻、脉濡数或滑数,是指湿热蕴积，蓄积肠胃，气机壅阻所致的病证。临床表现为身热口渴、头身沉重胀痛，胸闷腹胀，脘痞呕恶，便溏不爽，舌红苔黄腻，脉濡数或滑数。常见于精浊、委中毒、粟疮等疾病中。
0,津亏热结证,318,湿热蕴毒证,发热口渴、咽喉肿痛、小便黄赤、或身目发黄、脘腹胀满、肢酸倦怠、苔黄腻、脉滑数,是指因饮食不节、居处潮湿等，造成体内湿热蕴积，热盛成毒，而造成一系列病变的证候。
0,津亏热结证,330,风热血燥证,皮肤干燥瘙痒脱屑、目赤干涩痒痛、咽喉红肿干痛、口渴、大便干结、舌红苔黄、脉细数,是指风热之邪损伤阴血而化燥，形体失其濡养，以皮肤干燥瘙痒脱屑，目赤干涩痒痛，咽喉红肿干痛，口渴，大便干结，舌红苔黄，脉细数等为常见症的证候。常见于风热疮、面游风等疾病中。
0,津亏热结证,337,热入气分证,不恶寒而恶热、口苦口渴、汗出心烦、呼吸气粗、舌苔或白、或黄、或厚、或腻、或燥而少津、脉象洪大,是指温热病邪由卫入气，邪正斗争激烈，脏腑功能失调所致的病证。是外感温热病的中期，属里热实证。本证可见于风温、春温、暑温、湿温、伏暑、秋燥、温毒、温疫等温病中。
0,津亏热结证,345,毒壅气分证,壮热、口渴、烦躁、咽喉红肿腐烂、肌肤丹痧显露、舌红赤有珠、苔黄躁、脉洪数,是指温毒袭于肺痿卫，壅于气分，出现以憎寒壮热，或壮热不畏寒，咽喉红肿疼痛、腐烂，舌红为主症的证候。多发于冬春两季。常见于烂喉痧等疾病中。
0,津亏热结证,362,暑伤津气证,身热汗出、口渴多饮、心烦面赤、神疲气短、小便短黄、舌红苔黄干、脉浮大无力,是指暑热侵袭，耗气伤津，以身热汗出，口渴多饮，心烦面赤，神疲气短，小便短黄，舌红苔黄干，脉浮大无力等为常见症的证候。常见于伤暑、自汗、产褥中暑等疾病中。
0,津亏热结证,368,余毒凝滞证,低热不退或夜热早凉、心烦口渴、便结尿黄、体瘦疲乏、舌红少津、脉细数等,是指以邪热未能彻底清除，低热不退或夜热早凉、心烦口渴、便结尿黄、体瘦疲乏、舌红少津、脉细数等为常见症状的证候。常见于痈、痰毒等疾病中。
0,津亏热结证,370,肝肺热盛证,发热口渴、咳嗽气喘、胁胀灼痛、舌红苔黄、脉弦数,是指邪热炽盛，肝肺火旺，以发热口渴，咳嗽气喘，胁胀灼痛，舌红苔黄，脉弦数等为常见症的证候。常见于白睛青蓝等疾病中。
0,津亏热结证,373,热毒内陷证,神昏谵语、壮热口渴、面色暗红、便秘尿黄、舌红绛、苔黄、脉沉数,是指火热毒邪内盛，内陷脏腑所引起的以壮热口渴，神昏谵语为特征的证候。常见于温病的风温、春温、暑温中。
0,津亏热结证,383,火毒入络证,发热口渴、肢体患处麻木、灼热、疼痛、或色赤痰痒,是指风热火毒窜入经络，以发热口渴，肢体患处麻木、灼热、疼痛，或色赤痰痒等为常见症的证候。常见于抽搐、红丝疔。
0,津亏热结证,384,火热伤阴证,发热、口渴喜冷饮、大便干结、小便短黄、舌干红、苔黄燥、脉细数等,是指火热炽盛，损伤阴液，以发热、口渴喜冷饮、大便干结、小便短黄、舌干红、苔黄燥、脉细数等为常见症的证候。常见于咽部灼伤、烧伤、狂病、剥脱性皮炎、动脉硬化闭塞症等疾病中。
0,津亏热结证,408,肝肺风热证,发热口渴、咳嗽、目赤肿痛、舌红苔薄黄、脉弦数,是指因风热之邪，侵袭肝肺所致，以发热口渴、咳嗽、目赤肿痛、舌红苔薄黄、脉弦数等为常见症的证候。常见于花翳内陷，咽喉肿痛等疾病中。
0,津亏热结证,409,暑伤心肾证,心热烦躁、消渴不已、形体消瘦、舌质红绛干瘦、舌苔黄燥、脉象细数或虚大而芤,是指多因夏伤于暑，暑热久羁，气分之邪伤及心肾，导致水火不济之候。临床表现为心热烦躁，消渴不已，形体消瘦，舌质红绛干瘦，舌苔黄燥，脉象细数或虚大而芤。常见于暑温、伏暑等疾病中。西医学的某些某些传染性疾病和感染性疾病后期阶段可见本证。
0,津亏热结证,441,血虚肝旺证,皮肤干燥、瘙痒、舌红、苔薄、脉细数,是指年老气血不足或久病体弱，耗伤阴血，致血虚生风所表现出来的皮肤干燥，瘙痒，舌红，苔薄，脉细数的一类病证。常见于风瘙痒病。
0,津亏热结证,452,脾经热毒证,发热口渴、口腔或口唇赤烂疼痛、便秘尿黄、舌红苔黄、脉数,是指火热毒邪蕴结脾经，以发热口渴、口腔或口唇赤烂疼痛、便秘尿黄、舌红苔黄、脉数为常见症的证候。常见于腹水、口疮等疾病中。
0,津亏热结证,456,阳明热盛证,壮热、恶热、面赤、汗大出、心烦、渴喜冷饮、舌质红苔黄而燥、脉洪大或滑数,是指阳明里热亢盛所致，壮热，恶热，面赤，汗大出，心烦，渴喜冷饮，舌质红苔黄而燥，脉洪大或滑数为主症的病症。属卫气营血辨证的气分证，其病机为阳明经热炽盛，病变部位在阳明胃经。常见于痉病、风温等疾病中。西医学的流行性脑脊髓膜炎、大叶性肺炎、流行性乙型脑炎等病中可见本证。
0,津亏热结证,498,肺热阴虚证,发热、口渴、咳嗽、痰少质黏、喘息气短、小便黄赤、大便干结、舌红苔黄少津、脉数等,是指肺热炽盛，阴液亏虚，以发热口渴，咳嗽痰少，气喘，便秘尿黄，舌红苔黄少津，脉数等为常见症的证候。常见于咳嗽、肺痨、肺痿、虚劳、痿证等疾病中。
0,津亏热结证,503,肠道实热证,发热口渴、大便秘结、腹胀硬满作痛、舌红苔黄少津、脉沉数,是指肠道热盛，腑气不通，以发热口渴，大便秘结，腹胀硬满作痛，舌红苔黄少津，脉沉数等为常见症的证候。常见于便秘等疾病中。西医学中功能性便秘、肠道激惹综合征病程中可见本证。
0,津亏热结证,506,实热证,壮热喜冷、口渴饮冷、面红目赤、烦躁或神昏谵语、腹胀满痛拒按、大便秘结、小便短赤、舌红黄苔而干、脉洪滑数实,指热邪侵袭人体，由表入里所致的证候。临床表现为壮热喜冷，口渴饮冷，面红目赤，烦躁或神昏谵语，腹胀满痛拒按，大便秘结，小便短赤，舌红黄苔而干，脉洪滑数实。常见于水痘等疾病中。
0,津亏热结证,519,热毒伤阴证,壮热口渴、烦躁不宁、面赤唇焦、少汗或无汗、便结尿黄、舌红绛而干、苔黄少津、脉细数,是指火热毒邪壅盛，耗伤阴液，以壮热口渴，烦躁不宁，面赤唇焦，少汗或无汗，便结尿黄，舌红绛而干，苔黄少津，脉细数等为常见症的证候。常见于脱疽、肠痈等疾病中。
0,津亏热结证,520,燥痰证,痰少胶黏、口鼻干燥、咳嗽气促、咽喉干痒、口渴喜饮、尿少便干、皮肤干燥、舌红少津、脉弦细数或细涩,燥热痰浊内蕴，以咳嗽，咯痰不爽，或痰粘成块，或痰中带血，胸闷胸痛，口鼻干燥，舌干少津，苔腻，脉涩等为常见症的证候。每见于阴虚之体及老年人。多见于秋季燥热之时。见于咳嗽，在其他疾病中较少出现。
0,津亏热结证,541,热毒闭肺证,发热肢厥、口渴、咳嗽、气粗而喘、胸部紧闷、鼻煽气灼、舌红苔黄、脉数,是指火热毒邪炽盛，阻闭肺气，以发热肢厥，口渴，咳嗽，气粗而喘，胸部紧闷，鼻煽气灼，舌红苔黄，脉数等为常见症的证候。常见于肺痈、喉痹、麻疹、白喉等疾病中。
0,津亏热结证,580,外寒内热证,喘促哮鸣、恶寒尤汗、鼻塞清涕、但咯痰黏稠色黄、尿赤便秘,是指多因表寒未解，里热已盛；或已有内热，复感外寒，外寒与内热并见所致的病证。临床表现为喘促气急，咳嗽痰鸣，咯痰黏稠色黄，胸闷，鼻塞喷嚏，流清涕，或恶寒无汗发热，面赤口渴，夜卧不安，大便干结，小便黄赤，舌质红，舌苔薄白或黄，脉滑数或浮紧，指纹浮红或沉紫。常见于哮喘等疾病中。
0,津亏热结证,592,肝郁湿热证,两胁胀痛、胁下痞块、或身目发黄、口渴口苦、舌红苔黄腻、脉滑数,是指湿热内蕴，肝气郁滞，以两胁胀痛，胁下痞块，或身目发黄，口渴口苦，舌红苔黄腻，脉滑数等为常见症的证候。常见于痛经等疾病中。
0,津亏热结证,633,热盛动血证,壮热口渴、面红目赤、便血、尿血、衄血、或斑疹显露、舌红绛、苔黄、脉洪数,是指邪热炽盛，迫血妄行，以壮热口渴，面红目赤，便血、尿血、衄血，或斑疹显露，舌红绛，苔黄，脉洪数等为常见症的证候。常见于春温等疾病中。
0,津亏热结证,634,大肠津亏证,大便干结难解、或状如羊矢、口千咽燥、口中臭秽、头晕头痛、神疲乏力、舌质红苔燥少津、脉实或细数,是指津液亏损，肠失濡润，传导失职，以大便燥结、排便困难及津亏症状为主要表现的证候。常见于便秘、老年便秘、产后便秘等疾病中。西医学中习惯性便秘、全身衰弱致排便动力减弱引起的便秘、肠神经官能症、肠道炎症恢复期肠蠕动减弱引起的便秘中可见本证。
0,津亏热结证,658,阴虚肺热证,发热口渴、咳嗽痰少、气喘、便秘尿黄、舌红苔黄少津、脉数,是指肺热炽盛，阴液亏虚，以发热口渴，咳嗽痰少，气喘，便秘尿黄，舌红苔黄少津，脉数等为常见症的证候。常见于咳嗽、肺痨、肺痿、虚劳、痿证等疾病中。
0,津亏热结证,665,阴虚津亏证,口干咽燥、鼻唇燥裂、干咳失音、皮肤枯燥、目涩少泪、小便短少、肠枯便艰、舌红苔少或剥、舌上少津、脉细涩等症,是指阴津亏虚，形体失养，以口渴引饮，皮肤干涩，眼眶凹陷，小便短黄，大便干结，五心烦热，形瘦盗汗，舌红苔少而干，脉细数等为常见症的证候。常见于阳明病、风温、秋燥、肺痿、便秘、泄泻、消渴、噎膈等疾病中。
0,津亏热结证,666,阳明湿热证,身热不扬、身黄、目黄、小便短赤、心烦懊恼、无汗、舌苔薄黄、脉滑数,是指由于湿热相蒸，郁于三焦不解而引起的发黄证。临床以身黄，目黄，小便黄兼有发热为其特征。西医学的急性黄疸型传染肝炎、重症肝炎肝昏迷胆系感染、胆石症、钩端螺旋体病见有黄疸症等中可见本证。
0,津亏热结证,674,湿热壅滞证,身热口渴、头身沉重胀痛、胸闷腹胀、脘痞呕恶、便溏不爽、舌红苔黄腻、脉濡数或滑数,是指湿热邪气壅滞气机所致的，以身热口渴、头身沉重胀痛，胸闷腹胀，脘痞呕恶，便溏不爽，舌红苔黄腻，脉濡数或滑数等为常见症的证候。常见于腹痛、有头疽等疾病中。
0,津亏热结证,692,气阴亏虚证,神疲倦怠、少气乏力、咽燥口渴、大便干结、舌红苔剥、脉细无力,是指气阴不足所致，以神疲倦怠、少气乏力，咽燥口渴、大便干结、舌红苔剥、脉细无力为常见症的证候。常见于肺痨、暑温等疾病中。
0,津亏热结证,721,余热未尽证,低热、心烦口渴、便结尿黄、体瘦疲乏、舌红少津、脉细数,是指邪热未能尽除，临床表现为低热，心烦口渴，便结尿黄，体瘦疲乏，舌红少津，脉细数。常见于暑温等疾病中。
0,津亏热结证,725,湿热蕴结证,身热不扬、口渴不欲多饮、大便泄泻、小便短黄、舌红苔黄腻、脉滑数,是指湿热互结，热不得越，湿不得泄，以身热不扬，口渴不欲多饮，大便泄泻，小便短黄，舌红苔黄腻，脉滑数等为常见症的证候。常见于疥疮、猫眼疮等疾病中。
0,津亏热结证,754,热实结胸证,胸中烦热、懊侬、发热口渴、咳嗽气喘、便秘尿黄、舌红苔黄脉数,是指热邪阻结胸隔，以胸中烦热、懊侬，发热口渴，咳嗽气喘，便秘尿黄，舌红苔黄脉数等为常见症的证候。西医学中的肠梗阻、胸膜炎、胃穿孔、急性胰腺炎等疾病中可见本证。
0,津亏热结证,759,燥干清窍证,口鼻干燥、两眼干涩、少泪、少涕、少津、甚至衄血、舌燥少津,是指气候干燥，津液耗损，清窍失濡，以口鼻干燥，两眼干涩、少泪，少涕，少津，甚至衄血，舌燥少津等为常见症的证候。常见于干燥病等疾病中。
0,津亏热结证,764,血热肠燥证,发热口渴、大便干燥或秘结、甚或便血、舌红绛少津、脉细数等,是指血分热盛，耗伤津液，肠道失濡，以发热口渴，大便干燥或秘结，甚或便血，舌红绛少津，脉细数等为常见症的证候。常见于肛裂疾病中。
0,津亏热结证,792,津亏热结证,发热口渴、唇舌干燥、躁烦不宁、小便不利、大便秘结、舌红苔黄、脉数,是指津液亏虚，热邪内结，以发热口渴，唇舌干燥，小便不利，大便秘结，烦躁不宁，舌红苔黄，脉数等为常见症的证候。本病证见于噎膈。
0,津亏热结证,803,热厥证,手足逆冷、面红目赤、周身及胸腹灼热、口渴喜冷饮、扬手踯足、烦而不得眠、尿短赤、便燥结、舌红苔黄、脉滑而数,是指伤寒厥阴病，热盛以内，阳气不能达于外，出现以身热、，烦渴，手足厥冷为主症的证候。常见于伤寒病、温病（如风温、暑温）等病中。
0,津亏热结证,805,疹后阴伤证,口渴唇燥、皮肤脱屑、舌红少津,见于痧毒外透之后，肺胃阴津耗伤所致，以口渴唇燥，皮肤脱屑，舌红少津为常见证的证候。常见于猩红热。
0,津亏热结证,814,热客肺经证,白睛表层血斑鲜红、或见咳嗽气逆、痰稠色黄、咽痛口渴、便秘尿黄、舌质红、苔黄少津、脉数,指多因热客肺经，肺气不降，迫血妄行所致病证。临床表现为白睛表层血斑鲜红，或见咳嗽气逆，痰稠色黄，咽痛口渴，便秘尿黄，舌质红，苔黄少津，脉数。常见于白睛溢血等疾病中。
0,津亏热结证,817,湿热瘀阻证,身热口渴、头身肢体沉重刺痛、胁下痞块、小便不利、便溏不爽、舌质紫红、苔黄而腻、脉滑数或涩,是指湿热蕴结，血行瘀滞，以身热口渴，头身肢体沉重刺痛，胁下痞块，小便不利，便溏不爽，舌质紫红，苔黄而腻，脉滑数或涩等为常见症的证候。常见于痛经、癥瘕等疾病中。
0,津亏热结证,819,肝胃热盛证,发热口渴、急躁易怒、胁痛口苦、胃脘灼痛、舌红苔黄、脉数有力等,是指因邪热炽盛，肝胃火旺所致，以发热口渴、急躁易怒、胁痛口苦、胃脘灼痛、舌红苔黄、脉数有力等为常见症的证候。常见于胃脘痛、便血等疾病中。
0,津亏热结证,838,热证,发热、恶热喜冷、口渴欲饮、面赤、烦躁不宁、痰涕黄稠、小便短黄、大便干结、舌红少津、苔黄燥、脉数等,指多因感受热邪，或脏腑阳气亢盛，或阴虚阳亢，导致机体功能活动亢进而表现，具有“温、热”等症状特点的证。临床表现为发热，恶热喜冷，口渴欲饮，面赤，烦躁不宁，痰涕黄稠，小便短黄，大便干结，舌红少津，苔黄燥，脉数等。由于阳盛或阴虚都可表现为，故有实、虚之分。虚常见于肺痨、消渴、腰痛、遗精、内伤发热等疾病中。实可见于常见于风痧、水痘、急性肾衰、鼻出血等疾病中。
0,津亏热结证,843,痰热阴虚证,胸闷咳喘、吐痰黄稠、或痰粘难咯、发热口渴、五心烦热、便结尿黄、舌红苔黄厚、脉细数,是指痰热内盛，阴液亏虚，以胸闷咳喘，吐痰黄稠，或痰粘难咯，发热口渴，五心烦热，便结尿黄，舌红苔黄厚，脉细数等为常见症的证候。见于动脉硬化闭塞症等疾病中。
0,津亏热结证,844,热重于湿证,身热口渴、面红目赤、头身困重、便溏不爽、小便短少、舌红苔黄腻、脉数而滑,是指湿热蕴结，热邪偏重，以身热口渴，面红目赤，头身困重，便塘不爽，小便短少，舌红苔黄腻，脉数而滑等为常见症的证候。常见于黄疸、真菌性角膜炎、湿疮、阴虱病等疾病中。
0,津亏热结证,854,心经积热证,发热口渴、心烦失眠、甚或狂乱、便秘尿黄、面赤、舌红苔黄、脉滑数,是指因先天禀受或后天素体蕴热，心有积热，神明被扰所表现出来的哭声响亮，延声不休，面赤唇红的一类病证。常见于夜啼。
0,津亏热结证,856,热盛气滞证,发热口渴、胸腹等处胀满、窜痛、便秘尿黄、舌红苔黄、脉弦数,是指邪热炽盛，气机郁滞所致，以发热口渴，胸腹等处胀满、窜痛，便秘尿黄，舌红苔黄，脉弦数等为常见症的证候。常见于胃脘痛、腹痛等疾病中。
0,津亏热结证,866,肺胃阴伤证,身热不甚或不发热、干咳、痰少而粘、口舌干燥、渴欲饮水、舌红少苔、脉细数,是指温病气分后期，为邪热已退，而肺胃津伤未复的证候，病情属虚，病位在肺胃。以干咳，口干舌燥而渴，舌光红少苔，脉细数为主症的症候。多见于风温、春温、暑温、秋燥、温毒等病末期阶段。西医学的上呼吸道感染及各类肺炎、支气管炎、支气管扩张等疾病的恢复期中可见本证。
0,津亏热结证,872,热邪偏盛证,发热、恶热喜冷、口渴欲饮、面赤、烦躁不宁、痰涕黄稠、小便短黄、大便干结、舌红、苔黄燥少津、脉数,是指感受热邪，或脏腑阳气亢盛，或阴虚阳亢，导致机体机能活动亢进所表现的具有温、热特点的证候。常见于风温等疾病中。
0,津亏热结证,885,阴虚肠燥证,大便干结、艰涩难下、多日一便、状如羊屎、口鼻、咽喉、皮肤干燥、舌红少津、脉细数涩,，中医病症名。是指阴液亏虚，肠失濡润，以大便干结、艰涩难下，多日一便，状如羊屎，口鼻、咽喉、皮肤干燥，舌红少津，脉细数涩等为常见症的证候。常见于脾约、肛瘘、肛裂、肠郁、便秘等疾病中。西医学中肠道激惹综合征、功能性便秘、溃疡性结肠炎等病程中可见本证。
0,津亏热结证,886,心脾积热证,发热口渴、口舌生疮、溃烂、疼痛、舌红苔黄、脉数有力等,是指邪热壅滞心脾，以发热口渴，口舌生疮、溃烂、疼痛，舌红苔黄，脉数有力等为常见症的证候。常见于鹅口疮、口疮病等疾病中。
0,津亏热结证,896,肠热阴虚证,烦热口渴、面赤潮红、大便干结难下、唇舌、皮肤干燥、小便短黄、苔少而干、脉细数等,是指因热侵肠道，阴津亏虚，传化失常所致，以烦热口渴，面赤潮红，大便干结难下，唇舌、皮肤干燥，小便短黄，苔少而干，脉细数等为常见症的证候。常见于痢疾等疾病中。西医学中细菌性痢疾中可见本证。
0,津亏热结证,898,热盛伤津证,发热、口渴喜饮、皮肤干瘪、眼眶凹陷、大便干结、小便短黄、舌红干、苔黄燥、脉细数,是指火热炽盛，损伤津液，以发热，口渴喜饮，皮肤干瘪，眼眶凹陷，大便干结，小便短黄，舌红干，苔黄燥，脉细数等为常见症的证候。常见于痉病、糖尿病等疾病。
0,津亏热结证,903,肺热壅盛证,发热口渴、咳嗽、气粗而喘、或有胸痛、咽痛、鼻煽气灼、便秘尿黄、舌红苔黄、脉数,是指火热炽盛，塑积于肺，以发热口渴，咳嗽，气粗而喘，或有胸痛、咽痛，鼻煽气灼，便秘尿黄，舌红苔黄，脉数等为常见症的证候。常见于癃闭等疾病中。
0,津亏热结证,906,痰热证,咯吐黄痰、发热口渴、舌红苔黄腻、脉滑数,是指痰浊与邪热互结所致的病证，临床表现为咯吐黄痰，发热口渴，舌红苔黄腻，脉滑数。常见于咳嗽等疾病中。
0,津亏热结证,932,气滞热壅证,胸胁脘腹胀痛或灼痛、发热口渴、舌红苔黄、脉弦数等,指气机郁滞，邪热奎盛，以胸胁脘腹胀痛或灼痛，发热口渴，舌红苔黄，脉弦数等为常见症的证候。常见于乳痈等疾病中。
0,津亏热结证,938,暑热证,高热、汗多、口渴、心烦不安、头痛头晕、神疲体倦、胸脘疲闷、呕恶泄泻、小便短黄、脉濡数,是指感受暑热病邪而引起的急性热病，有明显的季节性，发生于夏暑当令之时。临床表现为高热，汗多，口渴，心烦不安，头痛头晕，神疲体倦，胸脘疲闷，呕恶泄泻，小便短黄，脉濡数。常见于中暑、疟疾、发热、产褥中暑等疾病中。
0,津亏热结证,946,肺胃火热证,发热、口渴、汗多、咳嗽气喘、脘腹灼痛、便秘尿黄、舌红苔黄、脉滑数,是指邪热炽盛，侵袭肺胃，以发热，口渴，汗多，咳嗽气喘，脘腹灼痛，便秘尿黄，舌红苔黄，脉滑数等为常见症的证候。常见于疫斑热、酒渣鼻、脂溢性皮炎、热疮、喉痹、乳蛾等疾病中。
